47.372407550591646,-121.81079785025865
47.372314141605834,-121.81042457982815
47.372278469720484,-121.81003014345299
47.37229303508031,-121.80963278733489
47.37234787297404,-121.80924317480498
47.37243337796131,-121.80886579662973
47.37254157760661,-121.80850133838719
47.3726663426396,-121.8081486118378
47.37280313646431,-121.8078057465025
47.37294865766534,-121.80747080611548
47.373100517597514,-121.80714205759567
47.373256988633024,-121.80681805725595
47.37341681882122,-121.80649765105694
47.37357909861346,-121.80617994002928
47.373743165679514,-121.8058642358588
47.37390853685623,-121.80555001784053
47.374074859281336,-121.80523689551516
47.37424187511847,-121.80492457803547
47.374409395967795,-121.80461284988488
47.37457728422755,-121.8043015520444
47.374745439477266,-121.80399056760048
47.374913788509566,-121.80367981086214
47.37508227802433,-121.80336921919618
47.37525086927182,-121.80305874693858
47.37541953412529,-121.8027483608758
47.37558825220328,-121.80243803690469
47.37575700876299,-121.80212775757175
47.37592579315991,-121.80181751026556
47.37609459772316,-121.80150728589271
47.3762634169355,-121.80119707791023
47.3764322468366,-121.80088688162014
47.37660108458943,-121.80057669365623
47.37676992816586,-121.80026651161172
47.37693877611898,-121.79995633376943
47.37710762741882,-121.79964615890682
47.37727648133376,-121.79933598615546
47.37744533734518,-121.79902581489974
47.377614195086345,-121.79871564470427
47.377783054298455,-121.79840547526184
47.377951914799304,-121.79809530635617
47.37812077646092,-121.79778513783532
47.378289639193625,-121.7974749695928
47.37845850293471,-121.79716480155419
47.378627367640476,-121.79685463366759
47.37879623328049,-121.79654446589687
47.378965099833614,-121.79623429821694
47.37913396728526,-121.79592413061049
47.379302835625346,-121.79561396306553
47.3794717048469,-121.7953037955738
47.379640574945164,-121.79499362812963
47.37980944591685,-121.79468346072915
47.379978317759736,-121.79437329336967
47.38014719047229,-121.79406312604945
47.380316064053495,-121.79375295876723
47.38048493850264,-121.79344279152218
47.38065381381925,-121.79313262431376
47.38082269000301,-121.79282245714155
47.38099156705372,-121.79251229000533
47.38116044497123,-121.79220212290494
47.381329323755445,-121.79189195584024
47.381498203406295,-121.79158178881117
47.38166708392375,-121.7912716218177
47.38183596530778,-121.7909614548598
47.38200484755837,-121.79065128793741
47.38217373067552,-121.79034112105055
47.382342614659194,-121.7900309541992
47.382511499509405,-121.78972078738337
47.38268038522615,-121.78941062060308
47.38284927180944,-121.7891004538583
47.38301815925927,-121.78879028714903
47.38318704757564,-121.78848012047528
47.38335593675853,-121.78816995383707
47.383524826807964,-121.78785978723437
47.38369371772393,-121.78754962066719
47.38386260950646,-121.78723945413556
47.38403150215551,-121.78692928763944
47.38420039567112,-121.78661912117887
47.38436929005328,-121.78630895475385
47.384538185301984,-121.78599878836438
47.38470708141724,-121.78568862201043
47.384875978399045,-121.78537845569204
47.3850448762474,-121.7850682894092
47.38521377496232,-121.78475812316194
47.385382674543784,-121.78444795695022
47.385551574991815,-121.78413779077407
47.38572047630641,-121.78382762463346
47.385889378487555,-121.78351745852842
47.38605828153528,-121.783207292459
47.38622718544956,-121.7828971264251
47.38639609023042,-121.78258696042681
47.38656499587785,-121.78227679446408
47.386733902391846,-121.78196662853696
47.386902809772394,-121.78165646264542
47.387071718019534,-121.78134629678945
47.38724062713326,-121.78103613096908
47.38740953711355,-121.78072596518433
47.38757844796042,-121.78041579943516
47.387747359673874,-121.78010563372159
47.38791627225391,-121.77979546804364
47.388085185700525,-121.7794853024013
47.38825410001374,-121.77917513679456
47.38842301519353,-121.77886497122346
47.38859193123991,-121.77855480568795
